"","x","y","label"
"645",469.351951358,268.046813912,"Layer3"
"646",217.37174466,401.035117322,"WM"
"647",187.803786846,206.705677686,"Layer3"
"648",330.10802217,240.09901817,"Layer5"
"649",362.51126361,472.187234984,"Layer5"
"650",440.864101592,348.739885998,"Layer3"
"651",285.913601206,347.614773448,"WM"
"652",210.711078364,465.706586696,"WM"
"653",394.734487042,299.864996826,"Layer5"
"654",444.554470756,267.866795904,"Layer3"
"655",398.874901226,154.320437358,"Layer3"
"656",400.000013776,429.34294908,"Layer3"
"657",276.597669292,352.925304684,"WM"
"658",394.824496046,289.108920848,"Layer5"
"659",421.962210752,391.719185408,"Layer3"
"660",254.860494826,358.190831418,"WM"
"661",406.120626048,440.14402956,"Layer3"
"662",400.720085808,332.268238266,"Layer5"
"663",416.876702026,240.729081198,"Layer4"
"664",390.594072858,445.454560796,"Layer3"
"665",162.151220706,325.15752695,"Layer5"
"666",152.56526178,362.826295124,"Layer6"
"667",420.252039676,203.015308522,"Layer3"
"668",156.930698474,184.923498718,"Layer1"
"669",196.984705254,222.952302908,"Layer3"
"670",261.296138612,325.877598982,"Layer6"
"671",373.807393612,197.254732266,"Layer4"
"672",201.980204976,384.743487598,"WM"
"673",168.856891504,249.729981598,"Layer3"
"674",401.710184852,192.079214536,"Layer3"
"675",355.76058831,121.647168906,"Layer3"
"676",280.288038456,272.097219092,"Layer5"
"677",326.237634998,342.529264722,"Layer6"
"678",184.878494216,179.747980988,"Layer1"
"679",206.705677686,163.726378276,"Layer1"
"680",319.216932686,461.116127492,"Layer6"
"681",181.683174574,195.904597206,"Layer2"
"682",318.18182914,175.29253529,"Layer3"
"683",353.555367712,423.582372824,"Layer5"
"684",440.729088086,370.297042456,"Layer3"
"685",220.74708231,363.321344646,"WM"
"686",265.841593314,126.372641616,"Layer1"
"687",313.726383442,363.996412176,"Layer6"
"688",455.850600758,418.946909118,"Layer3"
"689",280.108020448,293.65437555,"Layer6"
"690",389.693982818,138.073812136,"Layer3"
"691",211.791186412,314.716482486,"Layer5"
"692",376.147627716,299.72998332,"Layer5"
"693",357.965808908,245.679576418,"Layer5"
"694",347.65977795,380.423055406,"Layer6"
"695",444.64447976,257.110719926,"Layer3"
"696",459.765992432,305.715582086,"Layer3"
"697",285.868596704,358.415853928,"WM"
"698",175.472553298,195.859592704,"Layer2"
"699",319.892000216,364.041416678,"Layer6"
"700",218.766884222,206.930700196,"Layer3"
"701",362.73628612,439.828998046,"Layer5"
"702",322.322243324,455.715587252,"Layer6"
"703",347.43475544,412.781292344,"Layer5"
"704",215.031510556,298.559866268,"Layer5"
"705",312.286239378,132.133217872,"Layer2"
"706",296.57966818,158.955901064,"Layer3"
"707",296.894699694,115.841588148,"Layer1"
"708",322.592270336,423.357350314,"Layer6"
"709",222.54726239,115.301534124,"Layer1"
"710",366.651677794,326.642675516,"Layer5"
"711",192.484255054,411.656179794,"WM"
"712",379.747987876,229.657973706,"Layer5"
"713",159.31593708,287.398749772,"Layer4"
"714",362.96130863,407.470761108,"Layer5"
"715",412.871301348,364.716484208,"Layer4"
"716",319.261937188,450.315047012,"Layer6"
"717",449.59497498,429.702985096,"Layer3"
"718",314.716482486,223.807388446,"Layer5"
"719",203.64537155,158.280833534,"Layer1"
"720",384.56346959,423.807395334,"Layer5"
"721",156.345639948,271.197129052,"Layer3"
"722",410.531067244,262.241233154,"Layer4"
"723",264.671476262,288.163826306,"Layer6"
"724",274.257435188,250.495058132,"Layer5"
"725",413.636377882,256.885697416,"Layer4"
"726",334.068418346,116.11161516,"Layer2"
"727",427.76779151,445.724587808,"Layer3"
"728",169.171923018,206.57066418,"Layer2"
"729",156.885693972,195.724579198,"Layer1"
"730",445.499565298,138.478852654,"Layer1"
"731",227.092717092,341.80919269,"Layer6"
"732",426.102624936,246.17462594,"Layer3"
"733",345.724584364,224.032410956,"Layer5"
"734",323.762387388,261.611170126,"Layer6"
"735",333.843395836,148.469852098,"Layer3"
"736",301.5301634,331.548166234,"Layer6"
"737",441.089124102,316.38164906,"Layer3"
"738",334.968508386,423.447359318,"Layer6"
"739",353.73538572,402.025216366,"Layer5"
"740",415.211535452,467.191735262,"Layer3"
"741",458.775893388,445.949610318,"Layer3"
"742",158.145820028,449.14492996,"WM"
"743",450.450060518,311.071117824,"Layer3"
"744",142.934298352,411.296143778,"WM"
"745",465.886604704,316.561667068,"Layer3"
"746",371.197132496,127.13771815,"Layer3"
"747",409.360950192,423.987413342,"Layer3"
"748",395.36455007,213.591366492,"Layer4"
"749",314.176428462,299.2799383,"Layer6"
"750",425.74258892,300.090019336,"Layer3"
"751",248.739882554,347.344746436,"WM"
"752",363.141326638,385.91360465,"Layer5"
"753",308.910901728,169.846990548,"Layer3"
"754",224.977505498,206.975704698,"Layer3"
"755",295.724582642,277.587768336,"Layer6"
"756",456.255641276,365.031515722,"Layer3"
"757",226.867694582,374.167429628,"WM"
"758",326.642675516,288.613871326,"Layer6"
"759",182.988305132,438.523867488,"WM"
"760",379.83799688,218.901897728,"Layer5"
"761",236.2736355,358.055817912,"WM"
"762",333.303341812,223.942401952,"Layer5"
"763",254.95050383,347.389750938,"WM"
"764",393.879401504,418.496864098,"Layer4"
"765",171.062112102,373.76238911,"Layer6"
"766",417.506765054,154.455450864,"Layer3"
"767",395.229536564,235.193527452,"Layer5"
"768",452.565272112,445.904605816,"Layer3"
"769",307.83079368,320.837094758,"Layer6"
"770",386.723685686,121.872191416,"Layer3"
"771",240.189027174,244.82449088,"Layer5"
"772",208.505857766,341.674179184,"Layer6"
"773",347.20973293,445.139529282,"Layer5"
"774",383.528366044,138.028807634,"Layer3"
"775",285.688578696,379.973010386,"Layer6"
"776",267.506759888,325.922603484,"Layer6"
"777",167.461751942,443.834398724,"WM"
"778",273.537363156,347.524764444,"WM"
"779",205.580565136,314.671477984,"Layer5"
"780",270.387048016,352.880300182,"WM"
"781",262.60126917,142.529257834,"Layer1"
"782",320.072018224,342.48426022,"Layer6"
"783",314.626473482,234.608468926,"Layer5"
"784",178.89289545,147.344739548,"Layer1"
"785",302.160226428,245.2745359,"Layer5"
"786",450.135029004,354.18543074,"Layer3"
"787",469.576973868,235.688576974,"Layer2"
"788",359.991011498,391.31414489,"Layer5"
"789",423.222336808,219.216929242,"Layer3"
"790",195.31953868,449.414956972,"WM"
"791",427.947809518,424.122426848,"Layer3"
"792",417.41675605,165.211526842,"Layer3"
"793",331.998211254,407.245738598,"Layer6"
"794",325.337544958,471.917207972,"Layer6"
"795",458.865902392,435.148529838,"Layer3"
"796",349.00991301,197.074714258,"Layer4"
"797",484.113428014,370.61207397,"Layer2"
"798",251.12512116,449.81999749,"WM"
"799",163.051310746,195.7695837,"Layer1"
"800",438.34384948,267.821791402,"Layer3"
"801",300.540064356,471.737189964,"Layer6"
"802",337.938805518,439.648980038,"Layer6"
"803",361.026115044,251.080116658,"Layer5"
"804",302.565266946,191.359142504,"Layer3"
"805",157.920797518,481.503166898,"WM"
"806",446.309646334,456.615677292,"Layer3"
"807",261.836192636,250.405049128,"Layer5"
"808",459.991014942,273.40234965,"Layer3"
"809",268.181827418,228.84789267,"Layer5"
"810",305.625573082,196.759682744,"Layer4"
"811",217.461753664,390.279041344,"WM"
"812",257.290737934,449.865001992,"WM"
"813",397.344748158,369.982010942,"Layer5"
"814",233.978405898,244.779486378,"Layer4"
"815",293.20433053,196.66967374,"Layer4"
"816",279.747984432,347.569768946,"WM"
"817",158.280833534,427.587773502,"WM"
"818",264.896498772,255.805589368,"Layer5"
"819",326.95770703,245.454553908,"Layer5"
"820",287.488758776,131.953199864,"Layer1"
"821",451.305146056,192.439250552,"Layer3"
"822",406.84069808,343.114323248,"Layer5"
"823",357.695781896,278.037813356,"Layer6"
"824",382.98831202,213.501357488,"Layer5"
"825",463.77139311,181.728179076,"Layer2"
"826",345.139525838,299.50496081,"Layer6"
"827",446.89470486,370.342046958,"Layer3"
"828",215.57156458,223.087316414,"Layer3"
"829",359.675979984,434.428457806,"Layer5"
"830",471.377153948,413.681382384,"Layer2"
"831",146.129617994,395.13952756,"WM"
"832",329.612972648,304.815492046,"Layer6"
"833",370.567069468,213.411348484,"Layer5"
"834",314.491459976,256.165625384,"Layer6"
"835",179.79298549,454.680483706,"WM"
"836",414.356449914,159.810986602,"Layer3"
"837",399.054919234,132.7632809,"Layer3"
"838",220.207028286,438.7938945,"WM"
"839",406.750689076,353.870399226,"Layer5"
"840",198.379844816,454.815497212,"WM"
"841",164.086414292,481.5481714,"WM"
"842",388.16382975,353.73538572,"Layer5"
"843",303.10532097,115.88659265,"Layer1"
"844",472.32224849,284.248434632,"Layer3"
"845",471.062122434,456.7956953,"Layer2"
"846",322.277238822,466.516667732,"Layer6"
"847",346.98471042,477.452761718,"Layer5"
"848",192.889295572,357.740786398,"Layer6"
"849",302.250235432,234.518459922,"Layer5"
"850",344.689480818,364.221434686,"Layer6"
"851",309.135924238,137.48875361,"Layer2"
"852",215.79658709,190.729079476,"Layer3"
"853",168.586864492,292.844294514,"Layer5"
"854",269.621971482,460.756091476,"Layer6"
"855",307.650775672,342.394251216,"Layer6"
"856",330.153026672,229.29793769,"Layer5"
"857",370.432055962,235.013509444,"Layer5"
"858",330.468058186,186.183624774,"Layer3"
"859",395.679581584,170.477053576,"Layer3"
"860",459.225938408,381.233136442,"Layer3"
"861",490.279044788,370.657078472,"Layer2"
"862",217.911798684,325.562567468,"Layer6"
"863",262.15122415,207.24573171,"Layer3"
"864",435.553570356,230.063014224,"Layer3"
"865",450.900105538,246.354643948,"Layer3"
"866",277.587768336,212.736280954,"Layer4"
"867",345.094521336,310.30604129,"Layer6"
"868",367.506763332,208.010808244,"Layer5"
"869",481.593175902,289.738983876,"Layer2"
"870",315.25653651,148.334838592,"Layer3"
"871",161.11611716,465.34655068,"WM"
"872",289.919001884,223.627370438,"Layer5"
"873",238.883896616,428.172832028,"WM"
"874",144.779482934,152.475252776,"Layer1"
"875",434.113426292,424.16743135,"Layer3"
"876",335.05851739,412.69128334,"Layer6"
"877",429.432958084,219.261933744,"Layer3"
"878",396.084622102,116.56166018,"Layer3"
"879",202.925299518,255.355544348,"Layer4"
"880",310.666077306,358.595871936,"Layer6"
"881",399.910004772,440.099025058,"Layer3"
"882",199.864993382,249.955004108,"Layer3"
"883",457.515767332,192.484255054,"Layer2"
"884",246.444652952,234.113419404,"Layer4"
"885",200.49505641,163.681373774,"Layer1"
"886",205.67057414,303.915402006,"Layer5"
"887",465.751591198,338.118823526,"Layer3"
"888",284.113421126,169.66697254,"Layer3"
"889",392.754288954,143.474352376,"Layer3"
"890",395.769590588,159.675973096,"Layer3"
"891",277.137723316,277.45275483,"Layer6"
"892",349.324944524,153.960401342,"Layer3"
"893",194.19442613,174.39244525,"Layer1"
"894",149.279933134,389.783991822,"Layer6"
"895",431.998214698,289.37894786,"Layer3"
"896",201.350141948,471.017117932,"WM"
"897",384.293442578,456.165632272,"Layer4"
"898",431.323147168,386.408654172,"Layer3"
"899",258.415850484,298.874897782,"Layer6"
"900",440.504065576,402.655279394,"Layer3"
"901",287.173727262,175.06751278,"Layer3"
"902",444.329448246,300.225032842,"Layer3"
"903",389.333946802,191.989205532,"Layer3"
"904",463.861402114,170.972103098,"Layer1"
"905",287.083718258,185.86859326,"Layer3"
"906",243.114319804,271.82719208,"Layer5"
"907",469.261942354,278.847894392,"Layer3"
"908",367.68678134,186.453651786,"Layer3"
"909",232.808288846,406.570671068,"WM"
"910",315.48155902,115.976601654,"Layer1"
"911",220.5220598,395.679581584,"WM"
"912",385.23853712,326.777689022,"Layer5"
"913",345.769588866,213.231330476,"Layer5"
"914",270.342043514,363.681380662,"WM"
"915",249.279936578,271.872196582,"Layer5"
"916",368.046817356,132.53825839,"Layer3"
"917",386.36364967,175.787584812,"Layer3"
"918",358.505862932,170.207026564,"Layer3"
"919",468.72188833,354.320444246,"Layer3"
"920",217.281735656,411.836197802,"WM"
"921",199.14492135,346.98471042,"Layer6"
"922",306.25563611,110.48605241,"Layer1"
"923",288.973907342,353.015313688,"Layer6"
"924",333.618373326,180.783084534,"Layer3"
"925",414.671481428,116.696673686,"Layer2"
"926",343.429354762,110.756079422,"Layer2"
"927",163.456351264,141.809185802,"Layer1"
"928",443.2943447,440.414056572,"Layer3"
"929",280.648074472,218.181825696,"Layer5"
"930",243.564364824,207.110718204,"Layer3"
"931",474.527469088,408.280842144,"Layer2"
"932",370.747087476,191.854192026,"Layer3"
"933",392.844297958,132.718276398,"Layer3"
"934",494.779494988,181.953201586,"Layer1"
"935",268.361845426,207.290736212,"Layer3"
"936",294.644474594,428.577872546,"Layer6"
"937",253.195328252,158.64086955,"Layer2"
"938",354.050417234,358.91090345,"Layer6"
"939",400.5400678,353.825394724,"Layer5"
"940",243.0243108,282.583268058,"Layer5"
"941",330.33304468,207.740781232,"Layer5"
"942",347.524764444,401.980211864,"Layer6"
"943",335.688580418,326.417653006,"Layer6"
"944",466.066622712,295.00451061,"Layer3"
"945",293.609371048,142.754280344,"Layer2"
"946",416.246638998,327.002711532,"Layer4"
"947",354.815493768,251.035112156,"Layer5"
"948",155.94059943,325.112522448,"Layer5"
"949",451.710186574,138.523857156,"Layer1"
"950",248.334842036,401.260139832,"WM"
"951",436.408655894,111.431146952,"Layer1"
"952",398.73988772,175.877593816,"Layer3"
"953",200.315038402,185.238530232,"Layer2"
"954",378.48786182,402.205234374,"Layer5"
"955",408.145828638,159.7659821,"Layer3"
"956",391.899203416,262.106219648,"Layer5"
"957",299.819992324,142.799284846,"Layer2"
"958",481.413157894,311.296140334,"Layer2"
"959",326.822693524,267.011710366,"Layer6"
"960",320.297040734,310.126023282,"Layer6"
"961",166.5166574,147.254730544,"Layer1"
"962",473.042320522,187.21872832,"Layer1"
"963",170.387044572,470.792095422,"WM"
"964",279.792988934,336.768688466,"Layer6"
"965",443.564371712,408.055819634,"Layer3"
"966",481.053121878,365.21153373,"Layer2"
"967",209.180925296,244.59946837,"Layer3"
"968",401.035117322,289.15392535,"Layer5"
"969",402.11522537,138.16382114,"Layer3"
"970",485.59857658,165.706576364,"Layer1"
"971",186.003606766,454.725488208,"WM"
"972",308.145825194,277.67777734,"Layer6"
"973",311.65617635,218.406848206,"Layer5"
"974",424.887503382,418.721886608,"Layer3"
"975",310.036014278,444.86950227,"Layer6"
"976",471.242140442,435.238538842,"Layer2"
"977",477.677784228,402.925306406,"Layer2"
"978",216.336641114,115.256529622,"Layer1"
"979",350.900102094,364.266439188,"Layer6"
"980",241.944202752,433.573372268,"WM"
"981",356.705682852,418.226837086,"Layer5"
"982",323.35734687,315.526563522,"Layer6"
"983",181.908197084,163.546360268,"Layer1"
"984",404.680481984,208.280835256,"Layer3"
"985",459.450960918,348.874899504,"Layer3"
"986",192.349241548,433.213336252,"WM"
"987",315.121523004,169.89199505,"Layer3"
"988",450.540069522,300.270037344,"Layer3"
"989",259.090918014,201.84519147,"Layer3"
"990",392.21423493,218.991906732,"Layer4"
"991",245.319540402,395.859599592,"WM"
"992",372.232236042,412.961310352,"Layer5"
"993",174.122418238,379.16292935,"Layer6"
"994",250.135022116,153.24032931,"Layer1"
"995",386.408654172,165.031508834,"Layer3"
"996",308.2808387,256.120620882,"Layer5"
"997",333.798391334,159.225928076,"Layer3"
"998",448.154830916,197.79478629,"Layer3"
"999",414.446458918,149.054910624,"Layer3"
"1000",173.537359712,465.436559684,"WM"
"1001",446.759691354,391.899203416,"Layer3"
"1002",239.108919126,395.81459509,"WM"
"1003",214.536461034,363.276340144,"Layer6"
"1004",203.330340036,201.440150952,"Layer3"
"1005",348.829895002,218.676875218,"Layer5"
"1006",342.70928273,207.830790236,"Layer5"
"1007",385.868600148,240.504058688,"Layer5"
"1008",444.014416732,343.38435026,"Layer3"
"1009",215.076515058,287.80379029,"Layer5"
"1010",433.258340754,116.831687192,"Layer1"
"1011",454.77049271,143.924397396,"Layer1"
"1012",278.217831364,126.46265062,"Layer1"
"1013",281.458155508,110.306034402,"Layer1"
"1014",348.694881496,240.234031676,"Layer5"
"1015",258.55086399,277.317741324,"Layer5"
"1016",428.577872546,337.848796514,"Layer3"
"1017",445.09452478,192.39424605,"Layer3"
"1018",159.405946084,276.597669292,"Layer3"
"1019",239.243932632,374.257438632,"WM"
"1020",420.612075692,149.099915126,"Layer3"
"1021",376.057618712,310.5310638,"Layer5"
"1022",406.345648558,407.785792622,"Layer4"
"1023",283.168326584,299.05491579,"Layer6"
"1024",455.805596256,429.747989598,"Layer3"
"1025",358.730885442,137.848789626,"Layer3"
"1026",301.620172404,320.792090256,"Layer6"
"1027",346.08462038,170.11701756,"Layer3"
"1028",235.868594982,411.971211308,"WM"
"1029",395.499563576,192.034210034,"Layer3"
"1030",353.96040823,369.666979428,"Layer6"
"1031",165.436549352,298.199830252,"Layer5"
"1032",437.173732428,429.612976092,"Layer3"
"1033",281.998209532,460.84610048,"Layer6"
"1034",259.00090901,212.601267448,"Layer3"
"1035",273.942403674,293.609371048,"Layer6"
"1036",221.737181354,223.132320916,"Layer3"
"1037",169.351941026,185.013507722,"Layer1"
"1038",387.848798236,396.894703138,"Layer5"
"1039",468.316847812,408.235837642,"Layer3"
"1040",282.493259054,396.129626604,"WM"
"1041",432.088223702,278.57786738,"Layer3"
"1042",279.522961922,379.928005884,"WM"
"1043",301.170127384,385.46355963,"Layer6"
"1044",342.394251216,250.945103152,"Layer5"
"1045",273.132322638,401.44015784,"WM"
"1046",339.964008108,159.270932578,"Layer3"
"1047",268.046813912,250.45005363,"Layer5"
"1048",182.763282622,470.882104426,"WM"
"1049",460.306046456,230.243032232,"Layer3"
"1050",177.047710868,406.16563055,"WM"
"1051",367.146727316,261.92620164,"Layer5"
"1052",434.428457806,381.053118434,"Layer3"
"1053",353.420354206,445.184533784,"Layer5"
"1054",321.602171292,126.777682134,"Layer2"
"1055",389.468960308,170.432049074,"Layer3"
"1056",364.221434686,234.968504942,"Layer5"
"1057",420.297044178,192.214228042,"Layer3"
"1058",257.695778452,395.949608596,"WM"
"1059",308.05581619,288.47885782,"Layer6"
"1060",404.320445968,262.196228652,"Layer5"
"1061",256.120620882,185.64357075,"Layer3"
"1062",192.799286568,368.496862376,"Layer6"
"1063",212.016208922,282.358245548,"Layer5"
"1064",389.423955806,181.188125052,"Layer3"
"1065",310.711081808,347.794791456,"Layer6"
"1066",278.307840368,115.706574642,"Layer1"
"1067",387.353748714,461.611177014,"Layer3"
"1068",258.235832476,320.477058742,"Layer6"
"1069",211.07111438,411.7911933,"WM"
"1070",350.81009309,375.067519668,"Layer6"
"1071",438.748889998,213.906398006,"Layer3"
"1072",203.150322028,222.99730741,"Layer3"
"1073",441.809196134,219.351942748,"Layer3"
"1074",180.423048518,368.406853372,"Layer6"
"1075",407.51576561,246.039612434,"Layer4"
"1076",219.306938246,131.458150342,"Layer1"
"1077",432.313246212,246.219630442,"Layer3"
"1078",213.051312468,142.169221818,"Layer1"
"1079",329.387950138,337.128724482,"Layer6"
"1080",382.718285008,245.859594426,"Layer5"
"1081",194.059412624,195.99460621,"Layer3"
"1082",240.594067692,190.909097484,"Layer3"
"1083",409.585972702,391.629176404,"Layer4"
"1084",173.357341704,486.993716142,"WM"
"1085",283.438353596,266.696678852,"Layer5"
"1086",206.075614658,250.00000861,"Layer4"
"1087",416.381652504,305.445555074,"Layer4"
"1088",347.344746436,423.537368322,"Layer5"
"1089",168.271832978,336.003611932,"Layer5"
"1090",268.811890446,142.574262336,"Layer1"
"1091",234.47345542,180.108017004,"Layer3"
"1092",294.55446559,439.333948524,"Layer6"
"1093",221.152122828,309.40595125,"Layer5"
"1094",220.027010278,460.39605546,"WM"
"1095",320.20703173,320.927103762,"Layer6"
"1096",178.982904454,136.543659068,"Layer1"
"1097",273.85239467,304.410451528,"Layer6"
"1098",475.24754112,311.251135832,"Layer3"
"1099",193.654372106,249.909999606,"Layer3"
"1100",254.545463312,401.305144334,"WM"
"1101",364.5364662,191.809187524,"Layer3"
"1102",265.211530286,212.64627195,"Layer4"
"1103",412.151229316,461.74619052,"Layer3"
"1104",220.837091314,352.520264166,"Layer6"
"1105",441.899205138,208.550862268,"Layer3"
"1106",295.274537622,342.304242212,"Layer6"
"1107",199.009907844,368.541866878,"Layer6"
"1108",370.972109986,159.495955088,"Layer3"
"1109",339.919003606,170.072013058,"Layer3"
"1110",415.751589476,391.674180906,"Layer3"
"1111",179.702976486,465.481564186,"WM"
"1112",172.412247162,190.414047962,"Layer1"
"1113",409.495963698,402.430256884,"Layer3"
"1114",185.283534734,125.832587592,"Layer1"
"1115",262.331242158,185.688575252,"Layer3"
"1116",304.590469536,336.948706474,"Layer6"
"1117",435.688583862,208.505857766,"Layer3"
"1118",431.863201192,310.936104318,"Layer3"
"1119",259.315940524,169.486954532,"Layer3"
"1120",340.144026116,137.71377612,"Layer3"
"1121",453.42035765,327.272738544,"Layer3"
"1122",369.0369164,429.11792657,"Layer5"
"1123",339.513963088,223.987406454,"Layer5"
"1124",443.924407728,354.140426238,"Layer3"
"1125",408.370851148,127.407745162,"Layer3"
"1126",343.204332252,143.11431636,"Layer3"
"1127",189.91899844,341.539165678,"Layer6"
"1128",429.162931072,251.57516618,"Layer3"
"1129",321.152126272,191.49415601,"Layer3"
"1130",311.971207864,175.247530788,"Layer3"
"1131",448.559871434,143.879392894,"Layer1"
"1132",437.353750436,408.010815132,"Layer3"
"1133",302.475257942,202.160222984,"Layer4"
"1134",378.442857318,413.006314854,"Layer5"
"1135",389.108924292,224.34744247,"Layer5"
"1136",350.990111098,353.465358708,"Layer6"
"1137",145.904595484,427.497764498,"WM"
"1138",330.018013166,250.90009865,"Layer6"
"1139",403.285342422,402.385252382,"Layer4"
"1140",469.892005382,192.574264058,"Layer2"
"1141",387.983811742,375.33754668,"Layer5"
"1142",327.18272954,213.09631697,"Layer5"
"1143",327.902801572,116.066610658,"Layer2"
"1144",219.982005776,471.152131438,"WM"
"1145",286.633673238,250.585067136,"Layer5"
"1146",333.93340484,137.668771618,"Layer3"
"1147",191.404147006,136.633668072,"Layer1"
"1148",181.81818808,174.302436246,"Layer1"
"1149",383.66337955,116.471651176,"Layer2"
"1150",162.286234212,303.600370492,"Layer5"
"1151",172.502256166,179.657971984,"Layer1"
"1152",388.928906284,245.904598928,"Layer5"
"1153",364.941506718,137.893794128,"Layer3"
"1154",206.435650674,196.084615214,"Layer3"
"1155",273.312340646,379.883001382,"WM"
"1156",274.392448694,228.892897172,"Layer5"
"1157",157.110716482,163.36634226,"Layer1"
"1158",474.707487096,386.723685686,"Layer2"
"1159",250.945103152,471.377153948,"WM"
"1160",239.964004664,277.182727818,"Layer5"
"1161",436.003615376,165.346540348,"Layer3"
"1162",285.598569692,390.774090866,"Layer6"
"1163",317.866797626,218.451852708,"Layer5"
"1164",345.229534842,288.748884832,"Layer6"
"1165",274.707480208,185.778584256,"Layer3"
"1166",255.355544348,293.474357542,"Layer6"
"1167",386.273640666,186.588665292,"Layer3"
"1168",276.912700806,309.810991768,"Layer6"
"1169",413.951409396,213.726379998,"Layer3"
"1170",268.271836422,218.091816692,"Layer4"
"1171",388.793892778,267.461755386,"Layer5"
"1172",276.822691802,320.612072248,"Layer6"
"1173",212.961303464,152.970302298,"Layer1"
"1174",409.720986208,370.072019946,"Layer4"
"1175",490.144031282,392.21423493,"Layer2"
"1176",248.42485104,390.504063854,"WM"
"1177",357.470759386,310.396050294,"Layer6"
"1178",462.691285062,332.718283286,"Layer3"
"1179",358.23583592,202.565263502,"Layer4"
"1180",208.325839758,363.231335642,"Layer6"
"1181",456.705686296,300.315041846,"Layer3"
"1182",182.133219594,131.18812333,"Layer1"
"1183",190.054011946,319.98200922,"Layer5"
"1184",452.74529012,424.302444856,"Layer3"
"1185",236.04861299,390.41405485,"WM"
"1186",190.684074974,233.708378886,"Layer3"
"1187",385.733586642,262.061215146,"Layer5"
"1188",326.50766201,310.171027784,"Layer6"
"1189",234.608468926,158.505856044,"Layer1"
"1190",325.472558464,450.360051514,"Layer6"
"1191",190.14402095,309.18092874,"Layer5"
"1192",178.037809912,265.97660682,"Layer3"
"1193",289.693979374,255.985607376,"Layer5"
"1194",407.470761108,256.840692914,"Layer4"
"1195",149.63996915,335.868598426,"Layer5"
"1196",194.284435134,163.636369272,"Layer1"
"1197",392.079221424,240.54906319,"Layer5"
"1198",307.020712644,428.66788155,"Layer6"
"1199",361.476160064,186.408647284,"Layer3"
"1200",441.404155616,273.267336144,"Layer3"
"1201",317.911802128,207.650772228,"Layer5"
"1202",178.622868438,190.459052464,"Layer2"
"1203",443.609376214,397.299743656,"Layer3"
"1204",160.171022618,168.7668825,"Layer1"
"1205",243.69937833,185.553561746,"Layer3"
"1206",316.696680574,380.198032896,"Layer6"
"1207",428.712886052,316.291640056,"Layer3"
"1208",253.285337256,147.884793572,"Layer1"
"1209",427.99281402,413.36635087,"Layer3"
"1210",289.37894786,299.099920292,"Layer6"
"1211",258.955904508,223.402347928,"Layer4"
"1212",193.429349596,282.223232042,"Layer5"
"1213",210.62106936,476.507667176,"WM"
"1214",255.40054885,282.673277062,"Layer5"
"1215",246.084616936,288.0288128,"Layer5"
"1216",344.374449304,407.335747602,"Layer6"
"1217",397.884802182,294.509461088,"Layer5"
"1218",233.303338368,341.854197192,"Layer6"
"1219",330.738085198,153.825387836,"Layer3"
"1220",399.144928238,121.96220042,"Layer3"
"1221",281.2781375,131.908195362,"Layer1"
"1222",248.109819526,433.61837677,"WM"
"1223",227.227730598,320.252036232,"Layer6"
"1224",451.080123546,224.79748749,"Layer3"
"1225",468.406856816,397.479761664,"Layer3"
"1226",161.656171184,389.874000826,"WM"
"1227",378.982911342,337.488760498,"Layer5"
"1228",158.820887558,352.115223648,"Layer6"
"1229",355.040516278,218.72187972,"Layer5"
"1230",459.315947412,370.432055962,"Layer3"
"1231",332.223233764,374.932506162,"Layer6"
"1232",370.882100982,170.297035568,"Layer3"
"1233",252.835292236,212.556262946,"Layer3"
"1234",197.029709756,212.151222428,"Layer3"
"1235",380.603073414,111.026106434,"Layer2"
"1236",300.63007336,460.981113986,"Layer6"
"1237",190.59406597,244.464454864,"Layer3"
"1238",177.137719872,395.36455007,"WM"
"1239",211.701177408,325.517562966,"Layer6"
"1240",245.139522394,417.41675605,"WM"
"1241",283.663376106,234.383446416,"Layer5"
"1242",452.97031263,391.944207918,"Layer3"
"1243",188.073813858,163.59136477,"Layer1"
"1244",198.559862824,433.258340754,"WM"
"1245",262.241233154,196.44465123,"Layer3"
"1246",453.015317132,381.18813194,"Layer3"
"1247",306.165627106,121.28713289,"Layer1"
"1248",246.17462594,277.22773232,"Layer5"
"1249",162.196225208,314.35644647,"Layer5"
"1250",175.562562302,185.058512224,"Layer1"
"1251",183.798386168,330.693080696,"Layer5"
"1252",199.549961868,293.069317024,"Layer5"
"1253",349.369949026,143.159320862,"Layer3"
"1254",157.020707478,174.122418238,"Layer1"
"1255",237.983806576,120.792083368,"Layer1"
"1256",461.836199524,451.350150558,"Layer3"
"1257",298.109821248,380.06301939,"Layer6"
"1258",209.49595681,201.485155454,"Layer3"
"1259",180.558062024,346.849696914,"Layer6"
"1260",344.599471814,375.022515166,"Layer6"
"1261",193.834390114,228.307838646,"Layer3"
"1262",169.261932022,195.814588202,"Layer2"
"1263",190.279034456,287.623772282,"Layer5"
"1264",468.27184331,419.036918122,"Layer2"
"1265",204.99550661,400.945108318,"WM"
"1266",426.597674458,181.458152064,"Layer3"
"1267",361.881200582,132.493253888,"Layer3"
"1268",471.782194466,359.765988988,"Layer3"
"1269",472.862302514,208.775884778,"Layer2"
"1270",318.40685165,142.934298352,"Layer3"
"1271",438.028817966,310.98110882,"Layer3"
"1272",186.99370581,314.536464478,"Layer5"
"1273",430.108025614,122.18722293,"Layer1"
"1274",360.621074526,305.040514556,"Layer6"
